,0
722,Turn the whole top floor to a whorehouse
723,"Hundred racks in ones, dude brought the flood out"
724,"Hot, hot, hot, hot"
725,"Hot, hot, hot, hot"
726,"Hot, hot, hot, hot, damn"
727,"Hot, hot, hot"
728,"You tucked me in, turned out the light"
729,Kept me safe and sound at night
730,Little girls depend on things like that
731,Brushed my teeth and combed my hair
732,Had to drive me everywhere
733,You were always there when I looked back
734,You had to do it all alone
735,"Make a living, make a home"
736,Must have been as hard as it could been
737,And when I couldn't sleep at night
738,Scared things wouldn't turn out right
739,You would hold my hand and sing to me
740,Caterpillar in the tree
741,How you wonder who you'll be
742,"Can't go far, but you can always dream"
743,"Wish you may, and wish you might"
744,"Don't you worry, hold on tight"
745,I promise you there will come a day
746,Butterfly fly away
747,Butterfly fly away
748,"Got your wings, now you can't stay"
749,Take those dreams and make them all come true
750,Butterfly fly away
751,You've been waiting for this day
752,All along you've known just what to do
753,"Butterfly, butterfly, butterfly, butterfly fly away"
754,Butterfly fly away
755,Butterfly fly away
756,You can tell the world you never was my girl
757,You can burn my clothes when I'm gone
758,Or you can tell your friends just what a fool I've been
759,And laugh and joke about me on the phone
760,You can tell my arms go back to the farm
761,You can tell my feet to hit the floor
762,Or you can tell my lips to tell my fingertips
763,They won't be reaching out for you no more
764,"But don't tell my heart, my achy breaky heart"
765,I just don't think he'd understand
766,"And if you tell my heart, my achy breaky heart"
767,"He might blow up and kill this man, ooh"
768,You can tell your ma I moved to Arkansas
769,You can tell your dog to bite my leg
770,Or tell your brother Cliff whose fist can tell my lip
771,He never really liked me anyway
772,"Or tell your Aunt Louise, tell anything you please"
773,Myself already knows I'm not okay
774,Or you can tell my eyes to watch out for my mind
775,It might be walking out on me today
776,"But don't tell my heart, my achy breaky heart"
777,I just don't think he'd understand
778,"And if you tell my heart, my achy breaky heart"
779,"He might blow up and kill this man, ooh"
780,"Don't tell my heart, my achy breaky heart"
781,I just don't think he'd understand
782,"And if you tell my heart, my achy breaky heart"
783,He might blow up and kill this man
784,"Don't tell my heart, my achy breaky heart"
785,I just don't think he'd understand
786,"And if you tell my heart, my achy breaky heart"
787,"He might blow up and kill this man, ooh-ooh"
788,Ooh!
789,"Oh, oh-oh"
790,Oh
791,"Yeah, I'm gonna take my horse to the old town road"
792,I'm gonna ride 'til I can't no more
793,I'm gonna take my horse to the old town road
794,I'm gonna ride 'til I can't no more
795,I got the horses in the back
796,Horse tack is attached
797,Hat is matte black
798,Got the boots that's black to match
799,"Ridin' on a horse, ha"
800,You can whip your Porsche
801,I been in the valley
802,"You ain't been up off that porch, now"
803,Can't nobody tell me nothin'
804,You can't tell me nothin'
805,Can't nobody tell me nothin'
806,You can't tell me nothin'
807,Can't nobody tell me nothin'
808,You can't tell me nothin'
809,Can't nobody tell me nothin'
810,You can't tell me nothin'
811,"Hat down, cross town, livin' like a rockstar"
812,Spent a lot of money on my brand new guitar
813,Baby's got a habit: diamond rings and Fendi sports bras
814,Ridin' down Rodeo in my Maserati sports car
815,"Got no stress, I've been through all that"
816,I'm like a Marlboro Man so I kick on back
817,Wish I could roll on back to that old town road
818,I wanna ride 'til I can't no more
819,"Yeah, I'm gonna take my horse to the old town road"
820,I'm gonna ride 'til I can't no more
821,I'm gonna take my horse to the old town road
822,I'm gonna ride 'til I can't no more
823,I'm gonna take my horse to the old town road
824,I'm gonna ride 'til I can't no more
825,I'm gonna take my horse to the old town road
826,I'm gonna ride 'til I can't no more
827,"Yeah, I'm gonna take my horse to the old town road"
828,I'm gonna ride 'til I can't no more
829,I'm gonna take my horse to the old town road
830,I'm gonna ride 'til I can't no more
831,I'm gonna take my horse to the old town road
832,I'm gonna ride 'til I can't no more
833,I'm gonna take my horse to the old town road
834,I'm gonna ride 'til I can't no more
835,Yeehaw
836,"Oh, oh-oh"
837,Oh
838,"Yeah, I'm gonna take my horse to the old town road"
839,I'm gonna ride 'til I can't no more
840,I'm gonna take my horse to the old town road
841,I'm gonna ride 'til I can't no more
842,I got the horses in the back
843,Horse tack is attached
844,Hat is matte black
845,Got the boots that's black to match
846,"Ridin' on a horse, ha"
847,You can whip your Porsche
848,I been in the valley
849,"You ain't been up off that porch, now"
850,Can't nobody tell me nothin'
851,You can't tell me nothin'
852,Can't nobody tell me nothin'
853,You can't tell me nothin'
854,"Maserati rowdy, got a V12 for my bride"
855,"Foggy rocky road, got a three-wheeler inside"
856,"All I wanna do is take a pill, catch a chill vibe"
857,"Real prince, I'm really the real don"
858,I'ma take a horse to the South Berry Road
859,"I don't remember her name, but I painted on her nose"
860,"Country money, I don't gotta do no chores"
861,"I'm a menace, I got women tryna sneak me through their doors"
862,Can't nobody tell me nothin'
863,You can't tell me
864,Can't nobody tell me nothin'
865,"You can't tell me, you can't tell me"
866,I got the horses in the back and she twerk it for a pony
867,"Ooh, she got that honky-tonky, I met her on Farmers Only"
868,"I'm a Young Money cowboy, sitting on my high horse"
869,"Gucci cowboy boots, the snakeskin, ooh, the pythons"
870,"Pull up on a tractor, lean and Jolly Ranchers"
871,"Pop a couple perkies, chew 'em like beef jerky"
872,Sticky weed is like a cactus
873,"Aw man, quit jumblin' grown man"
874,"She ride me say, ""Yeehaw"", man"
875,Call me Lil Jon Wayne
876,"Remix baby, yeah-yeah-yeah-yeah"
877,"Remix baby, yeah-yeah-yeah-yeah"
878,"Yeah, I'm gonna take my horse to the old town road"
879,I'm gonna ride 'til I can't no more
880,I'm gonna take my horse to the old town road
881,I'm gonna ride 'til I can't no more
882,There's a gold frame that sits by the window
883,And my heart breaks a little more each time I try
884,To picture the memory inside
885,"There's a notebook, it's too hard to read it"
886,But if you look
887,You'd see how you look through my eye's
888,"But now one more chapter's gone by, and I know"
889,It's time to move on
890,Even though I'm not ready
891,I've got to be strong
892,And trust where you're heading
893,Even though it's not easy
894,"Right now the right kind of love is the love that lets go, go"
895,There's an old dance that we've done forever
896,You give me your hand
897,But let me decide when to reach
898,You always let me be me
899,But now's my time to take chances and find my own wings
900,"And whatever happens, I know you'll be there waiting for me"
901,It's time to move on
902,Even though I'm not ready
903,I've got to be strong
904,And trust where you're heading
905,Even though it's not easy
906,Right now the right kind of love is the love that lets go
907,Doesn't want to miss the future by staying in the past
908,"It will always hold on, but never hold you back"
909,And even though it's not easy
910,Right now the right kind of love is the love that lets go
911,It's time that I let you
912,With a love that lets go
913,"Ooh, oh, yeah"
914,I didn't wanna listen to what you were sayin'
915,I thought that I knew all I need to know
916,"I didn't realize that, somewhere inside me"
917,"I knew you were right, but I couldn't say so"
918,"I can take care of myself, yeah"
919,You taught me well
920,I learned from you that I do not crumble
921,I learned that strength is something you choose
922,All of the reasons to keep on believing
923,"There's no question, that's a lesson that I learned from you"
924,We always don't agree on what is the best way
925,To get to the place that we're going from here
926,But I can really trust you and give you the distance
927,To make your decisions without any fear
928,I'm grateful for all of the times
929,You opened my eyes
930,I learned from you that I do not crumble
931,I learned that strength is something you choose
932,All of the reasons to keep on believing
933,"There's no question, that's a lesson I learned from you"
934,You taught me to stand on my own
935,And I thank you for that
936,"It saved me, it made me"
937,And now that I'm lookin' back
938,"I can say, whoa"
939,"Mmm, yeah"
940,I learned from you  that I do not crumble
941,I learned that strength is something you choose
942,All of the reasons to keep on believing
943,"There's no question, that's a lesson I learned from you"
944,"I learned from you, oh, I learned from you"
945,I learned that strength is something you choose
946,All of the reasons to keep on believing
947,"There's no question, that's a lesson I learned from you, yeah, yeah"
948,I learned from you
949,Bell bottoms were really cool
950,Cutting class and skipping school
951,I remember packing that old fishing pole
952,Skinny-dipping at a swimming hole
953,"Back light, red lights and strobe lights too"
954,Were all the rage for me and you
955,Only one thing I miss more than that:
956,I want my mullet back
957,I want my mullet back
958,"My old Camero, and my eight-track"
959,Fuzzy dice hanging loose and proud
960,"ZZ Top, they're playing loud"
961,"A simple time, that's what I miss"
962,Your mini-skirt and your sweet kiss
963,"Things are changing man, and that's a fact"
964,I want my mullet back
965,Back. Back
966,Back. Back
967,Back. Back
968,I want my mullet back
969,"My old Camero, and my eight-track"
970,Fuzzy dice hanging loose and proud
971,"Lynrd Skynrd, they're playing loud"
972,"A simple time, that's what I miss"
973,Your mini-skirt and your sweet kiss
974,"Things are changing man, and that's a fact"
975,I want my mullet back
976,I want my mullet back
977,"My old Camero, and my eight-track"
978,Fuzzy dice hanging loose and proud
979,Bob Seger singing and I'm out in the crowd
980,"A simple time, that's what I miss"
981,Your mini-skirt and your sweet kiss
982,"Things are changing man, and that's a fact"
983,I want my mullet back
984,I want my mullet back
985,I want my mullet back
986,I want my mullet back
987,I want my mullet back
988,Ow!
989,"I knew a man, called him Sandy Cane"
990,Few folks even knew his name
991,But a hero yes was he
992,He left a boy came back a man
993,Still many just don't understand
994,About the reasons we are free
995,I can't forget the look in his eyes
996,Or the tears he cried
997,As he said these words to me
998,All gave some and some gave all
999,"Some stood through for the red, white, and blue"
1000,And some had to fall
1001,And if you ever think of me
1002,"Think of all your liberties, and recall"
1003,Some gave all
1004,Now Sandy Cane is no longer here
1005,But his words are oh so clear
1006,As they echo throughout our land
1007,For all his friends who gave us all
1008,Who stood the ground and took the fall
1009,To help their fellow man
1010,Love your country live with pride
1011,And don't forget those who died
1012,"America, can't you see"
1013,All gave some
1014,And some gave all
1015,"And some stood through for the red, white, and blue"
1016,And some had to fall
1017,And if you ever think of me
1018,"Think of all your liberties, and recall"
1019,Some gave all
1020,And if you ever think of me
1021,"Think of all your liberties, and recall, yes recall"
1022,Some gave all
1023,Some gave all
1024,I hear you just got married
1025,Took a month-long honeymoon
1026,And you were all smiles at the wedding
1027,You cried when you kissed the groom
1028,I got no invitation
1029,I guess the mailman didn't bring it to me
1030,But I see the whole thing in slow motion
1031,Every night as I try to sleep
1032,My buddy John said you looked real pretty
1033,And you acted like you were in love
1034,He said the preacher asked for objections
1035,And he thought about standing up
1036,I told John he must have been crazy
1037,'Cause you were just about to say I do
1038,He just gave me a wink and said all he could think
1039,Was it could've been me with you
1040,It could've been me
1041,Standing there with you
1042,It could've been me
1043,And my dreams coming true
1044,But those dreams move on
1045,If you wait too long
1046,It took me 'til now to see
1047,It could've been me
1048,I don't guess I ever told you
1049,That I went out and bought you a ring
1050,I even carry it around in my pocket
1051,Waiting to say the right thing
1052,I pulled it out the other day
1053,But the diamond had lost its shine
1054,"Well, I know how it feels cause my eyes grow dim"
1055,When I think you could have been mine
1056,It could've been me
1057,Standing there with you
1058,It could've been me
1059,And my dreams coming true
1060,But those dreams move on
